T-R1.1.1	D-R1.1
T-R1.1.2	D-R1.1
T-R1.1.3a	D-R1.1
T-R1.1.3b	D-R1.1
T-R1.1.3c	D-R1.1
T-R1.1.3d	D-R1.1
T-R1.1.4	D-R1.1
T-R1.2.1	D-R1.2
T-R1.2.2a	D-R1.2
T-R1.2.2a	D-R1.4
T-R1.2.2b	D-R1.2
T-R1.2.2b	D-R1.4
T-R1.2.2c	D-R1.2
T-R1.2.2c	D-R1.4
T-R1.2.2d	D-R1.2
T-R1.2.2d	D-R1.4
T-R1.2.3a	D-R1.2
T-R1.2.3b	D-R1.2
T-R1.2.4a	D-R1.2
T-R1.2.4b	D-R1.2
T-R1.2.5a	D-R1.2
T-R1.2.5b	D-R1.2
T-R1.2.6a	D-R1.2
T-R1.2.6b	D-R1.2
T-R1.2.7	D-R1.2
T-R1.3.1	D-R1.3
